EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 28-03-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TN   : minimum temperature in 0.1 &#176;C
23-27 Q_TN : Quality code for TN (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, BERLIN-TEMPELHOF (STAID: 2759).
Blended and updated with sources: 111449 127489 128125 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TN, Q_TN
127489,18760101,  -30,    0
127489,18760102,   23,    0
127489,18760103,  -18,    0
127489,18760104,  -70,    0
127489,18760105, -133,    0
127489,18760106, -123,    0
127489,18760107,  -73,    0
127489,18760108, -103,    0
127489,18760109, -138,    0
127489,18760110, -133,    0
127489,18760111,  -75,    0
127489,18760112,  -63,    0
127489,18760113,  -43,    0
127489,18760114,  -48,    0
127489,18760115,  -43,    0
127489,18760116,  -38,    0
127489,18760117,  -38,    0
127489,18760118,  -15,    0
127489,18760119,   25,    0
127489,18760120,   18,    0
127489,18760121,   18,    0
127489,18760122,   -5,    0
127489,18760123,  -35,    0
127489,18760124,    8,    0
127489,18760125,   15,    0
127489,18760126,   -3,    0
127489,18760127,  -25,    0
127489,18760128,  -28,    0
127489,18760129,  -40,    0
127489,18760130,  -20,    0
127489,18760131,  -23,    0
127489,18760201,  -43,    0
127489,18760202,  -35,    0
127489,18760203,  -10,    0
127489,18760204,   -8,    0
127489,18760205,   -3,    0
127489,18760206,  -25,    0
127489,18760207,  -10,    0
127489,18760208,  -53,    0
127489,18760209,  -40,    0
127489,18760210,  -40,    0
127489,18760211,  -80,    0
127489,18760212,  -33,    0
127489,18760213,  -90,    0
127489,18760214,  -65,    0
127489,18760215,   15,    0
127489,18760216,   35,    0
127489,18760217,   43,    0
127489,18760218,   38,    0
127489,18760219,   63,    0
127489,18760220,   38,    0
127489,18760221,   20,    0
127489,18760222,   38,    0
127489,18760223,   70,    0
127489,18760224,   25,    0
127489,18760225,   15,    0
127489,18760226,    8,    0
127489,18760227,   48,    0
127489,18760228,   60,    0
127489,18760229,   10,    0
127489,18760301,   13,    0
127489,18760302,   50,    0
127489,18760303,   23,    0
127489,18760304,   60,    0
127489,18760305,   48,    0
127489,18760306,   43,    0
127489,18760307,   35,    0
127489,18760308,   25,    0
127489,18760309,   28,    0
127489,18760310,   15,    0
127489,18760311,   40,    0
127489,18760312,   35,    0
127489,18760313,   38,    0
127489,18760314,   18,    0
127489,18760315,   45,    0
127489,18760316,   25,    0
127489,18760317,   10,    0
127489,18760318,    3,    0
127489,18760319,   -3,    0
127489,18760320,   13,    0
127489,18760321,   -3,    0
127489,18760322,   -8,    0
127489,18760323,  -13,    0
127489,18760324,   15,    0
127489,18760325,    3,    0
127489,18760326,  -10,    0
127489,18760327,    8,    0
127489,18760328,   15,    0
127489,18760329,   35,    0
127489,18760330,   65,    0
127489,18760331,   58,    0
127489,18760401,   60,    0
127489,18760402,   83,    0
127489,18760403,   80,    0
127489,18760404,   65,    0
127489,18760405,   35,    0
127489,18760406,   80,    0
127489,18760407,   43,    0
127489,18760408,   50,    0
127489,18760409,   60,    0
127489,18760410,   93,    0
127489,18760411,   58,    0
127489,18760412,   23,    0
127489,18760413,   20,    0
127489,18760414,    3,    0
127489,18760415,   15,    0
127489,18760416,   38,    0
127489,18760417,   55,    0
127489,18760418,   93,    0
127489,18760419,   70,    0
127489,18760420,   93,    0
127489,18760421,  103,    0
127489,18760422,   80,    0
127489,18760423,   80,    0
127489,18760424,   63,    0
127489,18760425,   60,    0
127489,18760426,   80,    0
127489,18760427,   68,    0
127489,18760428,   45,    0
127489,18760429,   93,    0
127489,18760430,   80,    0
127489,18760501,   80,    0
127489,18760502,   73,    0
127489,18760503,   43,    0
127489,18760504,   55,    0
127489,18760505,   80,    0
127489,18760506,   73,    0
127489,18760507,   38,    0
127489,18760508,    8,    0
127489,18760509,   10,    0
127489,18760510,   13,    0
127489,18760511,   30,    0
127489,18760512,   15,    0
127489,18760513,   55,    0
127489,18760514,   53,    0
127489,18760515,   70,    0
127489,18760516,   78,    0
127489,18760517,   93,    0
127489,18760518,   78,    0
127489,18760519,   15,    0
127489,18760520,   25,    0
127489,18760521,   80,    0
127489,18760522,   70,    0
127489,18760523,  100,    0
127489,18760524,  118,    0
127489,18760525,  110,    0
127489,18760526,   98,    0
127489,18760527,   75,    0
127489,18760528,   60,    0
127489,18760529,  113,    0
127489,18760530,  113,    0
127489,18760531,  123,    0
127489,18760601,  120,    0
127489,18760602,  103,    0
127489,18760603,  133,    0
127489,18760604,  123,    0
127489,18760605,  108,    0
127489,18760606,  153,    0
127489,18760607,  188,    0
127489,18760608,  158,    0
127489,18760609,  145,    0
127489,18760610,  165,    0
127489,18760611,  155,    0
127489,18760612,  160,    0
127489,18760613,  173,    0
127489,18760614,  158,    0
127489,18760615,  160,    0
127489,18760616,  165,    0
127489,18760617,  150,    0
127489,18760618,  118,    0
127489,18760619,  153,    0
127489,18760620,  155,    0
127489,18760621,  148,    0
127489,18760622,  160,    0
127489,18760623,  115,    0
127489,18760624,  110,    0
127489,18760625,  110,    0
127489,18760626,  113,    0
127489,18760627,  130,    0
127489,18760628,  155,    0
127489,18760629,  155,    0
127489,18760630,  168,    0
127489,18760701,  145,    0
127489,18760702,  133,    0
127489,18760703,  150,    0
127489,18760704,  143,    0
127489,18760705,  168,    0
127489,18760706,  185,    0
127489,18760707,  173,    0
127489,18760708,  195,    0
127489,18760709,  183,    0
127489,18760710,  183,    0
127489,18760711,  165,    0
127489,18760712,  148,    0
127489,18760713,  123,    0
127489,18760714,  133,    0
127489,18760715,  163,    0
127489,18760716,  128,    0
127489,18760717,  135,    0
127489,18760718,  145,    0
127489,18760719,  135,    0
127489,18760720,  125,    0
127489,18760721,  135,    0
127489,18760722,  135,    0
127489,18760723,  165,    0
127489,18760724,  173,    0
127489,18760725,  185,    0
127489,18760726,  151,    0
127489,18760727,  173,    0
127489,18760728,  133,    0
127489,18760729,  175,    0
127489,18760730,  140,    0
127489,18760731,  163,    0
127489,18760801,  185,    0
127489,18760802,  150,    0
127489,18760803,  143,    0
127489,18760804,  188,    0
127489,18760805,  160,    0
127489,18760806,  158,    0
127489,18760807,  155,    0
127489,18760808,  153,    0
127489,18760809,  183,    0
127489,18760810,  158,    0
127489,18760811,  180,    0
127489,18760812,  148,    0
127489,18760813,  163,    0
127489,18760814,  188,    0
127489,18760815,  200,    0
127489,18760816,  158,    0
127489,18760817,  125,    0
127489,18760818,  123,    0
127489,18760819,  150,    0
127489,18760820,  168,    0
127489,18760821,  195,    0
127489,18760822,  205,    0
127489,18760823,  168,    0
127489,18760824,  130,    0
127489,18760825,  125,    0
127489,18760826,  100,    0
127489,18760827,   98,    0
127489,18760828,  118,    0
127489,18760829,  143,    0
127489,18760830,  135,    0
127489,18760831,  115,    0
127489,18760901,  120,    0
127489,18760902,  115,    0
127489,18760903,  118,    0
127489,18760904,  115,    0
127489,18760905,  128,    0
127489,18760906,  163,    0
127489,18760907,  145,    0
127489,18760908,  120,    0
127489,18760909,  115,    0
127489,18760910,  105,    0
127489,18760911,  100,    0
127489,18760912,   93,    0
127489,18760913,   95,    0
127489,18760914,  100,    0
127489,18760915,  123,    0
127489,18760916,  120,    0
127489,18760917,   93,    0
127489,18760918,  110,    0
127489,18760919,  110,    0
127489,18760920,  105,    0
127489,18760921,   90,    0
127489,18760922,   88,    0
127489,18760923,   80,    0
127489,18760924,  100,    0
127489,18760925,  118,    0
127489,18760926,  128,    0
127489,18760927,  110,    0
127489,18760928,  123,    0
127489,18760929,  128,    0
127489,18760930,  103,    0
127489,18761001,   85,    0
127489,18761002,   50,    0
127489,18761003,   80,    0
127489,18761004,   90,    0
127489,18761005,  130,    0
127489,18761006,  118,    0
127489,18761007,  115,    0
127489,18761008,  133,    0
127489,18761009,  125,    0
127489,18761010,  138,    0
127489,18761011,  130,    0
127489,18761012,  168,    0
127489,18761013,  153,    0
127489,18761014,  150,    0
127489,18761015,  150,    0
127489,18761016,  145,    0
127489,18761017,  141,    0
127489,18761018,  118,    0
127489,18761019,   65,    0
127489,18761020,   20,    0
127489,18761021,   -8,    0
127489,18761022,   -3,    0
127489,18761023,   12,    0
127489,18761024,   40,    0
127489,18761025,   80,    0
127489,18761026,   80,    0
127489,18761027,   85,    0
127489,18761028,   83,    0
127489,18761029,   80,    0
127489,18761030,   33,    0
127489,18761031,   33,    0
127489,18761101,   35,    0
127489,18761102,   15,    0
127489,18761103,   53,    0
127489,18761104,   18,    0
127489,18761105,    0,    0
127489,18761106,   -3,    0
127489,18761107,   -8,    0
127489,18761108,  -18,    0
127489,18761109,  -30,    0
127489,18761110,  -50,    0
127489,18761111,  -58,    0
127489,18761112,  -75,    0
127489,18761113,  -50,    0
127489,18761114,   23,    0
127489,18761115,   35,    0
127489,18761116,   50,    0
127489,18761117,   45,    0
127489,18761118,   65,    0
127489,18761119,   23,    0
127489,18761120,   10,    0
127489,18761121,  -10,    0
127489,18761122,  -30,    0
127489,18761123,  -48,    0
127489,18761124,  -48,    0
127489,18761125,  -15,    0
127489,18761126,  -13,    0
127489,18761127,    8,    0
127489,18761128,   25,    0
127489,18761129,   33,    0
127489,18761130,   38,    0
127489,18761201,   15,    0
127489,18761202,   55,    0
127489,18761203,   45,    0
127489,18761204,   53,    0
127489,18761205,   65,    0
127489,18761206,   70,    0
127489,18761207,   73,    0
127489,18761208,   73,    0
127489,18761209,   45,    0
127489,18761210,   45,    0
127489,18761211,   60,    0
127489,18761212,   55,    0
127489,18761213,   30,    0
127489,18761214,   35,    0
127489,18761215,   33,    0
127489,18761216,   10,    0
127489,18761217,  -15,    0
127489,18761218,  -20,    0
127489,18761219,   -3,    0
127489,18761220,  -50,    0
127489,18761221,  -75,    0
127489,18761222, -103,    0
127489,18761223, -155,    0
127489,18761224, -175,    0
127489,18761225, -173,    0
127489,18761226, -165,    0
127489,18761227, -168,    0
127489,18761228,  -83,    0
127489,18761229,   33,    0
127489,18761230,   43,    0
127489,18761231,   48,    0
127489,18770101,   73,    0
127489,18770102,   25,    0
127489,18770103,   13,    0
127489,18770104,   30,    0
127489,18770105,   53,    0
127489,18770106,   40,    0
127489,18770107,   38,    0
127489,18770108,   50,    0
127489,18770109,   93,    0
127489,18770110,   40,    0
127489,18770111,    5,    0
127489,18770112,   -3,    0
127489,18770113,  -13,    0
127489,18770114,    5,    0
127489,18770115,   13,    0
127489,18770116,   20,    0
127489,18770117,   15,    0
127489,18770118,  -10,    0
127489,18770119,  -25,    0
127489,18770120,   23,    0
127489,18770121,   13,    0
127489,18770122,    5,    0
127489,18770123,   20,    0
127489,18770124,   -8,    0
127489,18770125,  -28,    0
127489,18770126,  -50,    0
127489,18770127,  -60,    0
127489,18770128,  -40,    0
127489,18770129,   20,    0
127489,18770130,   15,    0
127489,18770131,   13,    0
127489,18770201,   -3,    0
127489,18770202,   -8,    0
127489,18770203,  -25,    0
127489,18770204,   -3,    0
127489,18770205,   20,    0
127489,18770206,   25,    0
127489,18770207,   30,    0
127489,18770208,   45,    0
127489,18770209,   40,    0
127489,18770210,   20,    0
127489,18770211,   10,    0
127489,18770212,    8,    0
127489,18770213,  -23,    0
127489,18770214,  -58,    0
127489,18770215,   -3,    0
127489,18770216,   33,    0
127489,18770217,   43,    0
127489,18770218,   35,    0
127489,18770219,   38,    0
127489,18770220,   43,    0
127489,18770221,   23,    0
127489,18770222,   13,    0
127489,18770223,   10,    0
127489,18770224,   -3,    0
127489,18770225,   20,    0
127489,18770226,   10,    0
127489,18770227,   -3,    0
127489,18770228,  -43,    0
127489,18770301,  -60,    0
127489,18770302,  -65,    0
127489,18770303,  -45,    0
127489,18770304,  -25,    0
127489,18770305,   -3,    0
127489,18770306,    5,    0
127489,18770307,    3,    0
127489,18770308,   -8,    0
127489,18770309,  -43,    0
127489,18770310,  -68,    0
127489,18770311,  -48,    0
127489,18770312,  -13,    0
127489,18770313,   -8,    0
127489,18770314,   13,    0
127489,18770315,   25,    0
127489,18770316,   28,    0
127489,18770317,   15,    0
127489,18770318,   18,    0
127489,18770319,    3,    0
127489,18770320,   23,    0
127489,18770321,   18,    0
127489,18770322,   38,    0
127489,18770323,   23,    0
127489,18770324,   -3,    0
127489,18770325,   23,    0
127489,18770326,   38,    0
127489,18770327,   73,    0
127489,18770328,   73,    0
127489,18770329,   70,    0
127489,18770330,   65,    0
127489,18770331,   53,    0
127489,18770401,   50,    0
127489,18770402,   35,    0
127489,18770403,   38,    0
127489,18770404,   50,    0
127489,18770405,   55,    0
127489,18770406,   44,    0
127489,18770407,   68,    0
127489,18770408,   55,    0
127489,18770409,   78,    0
127489,18770410,  113,    0
127489,18770411,  105,    0
127489,18770412,   50,    0
127489,18770413,   25,    0
127489,18770414,   35,    0
127489,18770415,   -3,    0
127489,18770416,  -13,    0
127489,18770417,    5,    0
127489,18770418,   13,    0
127489,18770419,   25,    0
127489,18770420,   20,    0
127489,18770421,   -3,    0
127489,18770422,   -3,    0
127489,18770423,   -3,    0
127489,18770424,   15,    0
127489,18770425,   23,    0
127489,18770426,   28,    0
127489,18770427,   38,    0
127489,18770428,   50,    0
127489,18770429,   75,    0
127489,18770430,   73,    0
127489,18770501,   38,    0
127489,18770502,   13,    0
127489,18770503,   33,    0
127489,18770504,   18,    0
127489,18770505,   35,    0
127489,18770506,   20,    0
127489,18770507,   28,    0
127489,18770508,   50,    0
127489,18770509,  100,    0
127489,18770510,   98,    0
127489,18770511,  105,    0
127489,18770512,   90,    0
127489,18770513,  133,    0
127489,18770514,  103,    0
127489,18770515,  130,    0
127489,18770516,  105,    0
127489,18770517,   98,    0
127489,18770518,   93,    0
127489,18770519,   95,    0
127489,18770520,   58,    0
127489,18770521,   63,    0
127489,18770522,   63,    0
127489,18770523,   63,    0
127489,18770524,   45,    0
127489,18770525,   63,    0
127489,18770526,   93,    0
127489,18770527,   90,    0
127489,18770528,   95,    0
127489,18770529,  150,    0
127489,18770530,  133,    0
127489,18770531,  103,    0
127489,18770601,  135,    0
127489,18770602,  143,    0
127489,18770603,  123,    0
127489,18770604,  160,    0
127489,18770605,  183,    0
127489,18770606,  180,    0
127489,18770607,  170,    0
127489,18770608,  148,    0
127489,18770609,  195,    0
127489,18770610,  188,    0
127489,18770611,  198,    0
127489,18770612,  180,    0
127489,18770613,  135,    0
127489,18770614,  103,    0
127489,18770615,  153,    0
127489,18770616,  120,    0
127489,18770617,  130,    0
127489,18770618,  143,    0
127489,18770619,  170,    0
127489,18770620,  183,    0
127489,18770621,  165,    0
127489,18770622,  150,    0
127489,18770623,  185,    0
127489,18770624,  158,    0
127489,18770625,  118,    0
127489,18770626,  135,    0
127489,18770627,  145,    0
127489,18770628,  125,    0
127489,18770629,  140,    0
127489,18770630,  160,    0
127489,18770701,  170,    0
127489,18770702,  178,    0
127489,18770703,  163,    0
127489,18770704,  158,    0
127489,18770705,  140,    0
127489,18770706,  120,    0
127489,18770707,  145,    0
127489,18770708,  113,    0
127489,18770709,  100,    0
127489,18770710,  128,    0
127489,18770711,  148,    0
127489,18770712,  158,    0
127489,18770713,  160,    0
127489,18770714,  145,    0
127489,18770715,  120,    0
127489,18770716,  183,    0
127489,18770717,  155,    0
127489,18770718,  163,    0
127489,18770719,  146,    0
127489,18770720,  141,    0
127489,18770721,  123,    0
127489,18770722,  135,    0
127489,18770723,  148,    0
127489,18770724,  200,    0
127489,18770725,  181,    0
127489,18770726,  168,    0
127489,18770727,  168,    0
127489,18770728,  160,    0
127489,18770729,  150,    0
127489,18770730,  175,    0
127489,18770731,  158,    0
127489,18770801,  160,    0
127489,18770802,  138,    0
127489,18770803,  131,    0
127489,18770804,  119,    0
127489,18770805,  119,    0
127489,18770806,  113,    0
127489,18770807,  123,    0
127489,18770808,  163,    0
127489,18770809,  183,    0
127489,18770810,  163,    0
127489,18770811,  183,    0
127489,18770812,  173,    0
127489,18770813,  168,    0
127489,18770814,  175,    0
127489,18770815,  193,    0
127489,18770816,  175,    0
127489,18770817,  160,    0
127489,18770818,  145,    0
127489,18770819,  140,    0
127489,18770820,  188,    0
127489,18770821,  188,    0
127489,18770822,  178,    0
127489,18770823,  163,    0
127489,18770824,  130,    0
127489,18770825,  125,    0
127489,18770826,  155,    0
127489,18770827,  165,    0
127489,18770828,  165,    0
127489,18770829,  173,    0
127489,18770830,  150,    0
127489,18770831,  143,    0
127489,18770901,  125,    0
127489,18770902,   95,    0
127489,18770903,   88,    0
127489,18770904,  105,    0
127489,18770905,  105,    0
127489,18770906,   85,    0
127489,18770907,   93,    0
127489,18770908,   95,    0
127489,18770909,   80,    0
127489,18770910,   90,    0
127489,18770911,   93,    0
127489,18770912,   95,    0
127489,18770913,  120,    0
127489,18770914,  138,    0
127489,18770915,  163,    0
127489,18770916,  120,    0
127489,18770917,   88,    0
127489,18770918,   75,    0
127489,18770919,   90,    0
127489,18770920,   80,    0
127489,18770921,   58,    0
127489,18770922,   48,    0
127489,18770923,   60,    0
127489,18770924,   70,    0
127489,18770925,   55,    0
127489,18770926,   35,    0
127489,18770927,   48,    0
127489,18770928,   80,    0
127489,18770929,  103,    0
127489,18770930,   93,    0
127489,18771001,   68,    0
127489,18771002,   90,    0
127489,18771003,   88,    0
127489,18771004,   83,    0
127489,18771005,   63,    0
127489,18771006,   23,    0
127489,18771007,    8,    0
127489,18771008,   50,    0
127489,18771009,   35,    0
127489,18771010,   18,    0
127489,18771011,   23,    0
127489,18771012,   45,    0
127489,18771013,   45,    0
127489,18771014,   90,    0
127489,18771015,   80,    0
127489,18771016,   83,    0
127489,18771017,   48,    0
127489,18771018,   35,    0
127489,18771019,   35,    0
127489,18771020,   28,    0
127489,18771021,   68,    0
127489,18771022,   68,    0
127489,18771023,   95,    0
127489,18771024,   90,    0
127489,18771025,   53,    0
127489,18771026,   63,    0
127489,18771027,   45,    0
127489,18771028,   15,    0
127489,18771029,   55,    0
127489,18771030,   45,    0
127489,18771031,   83,    0
127489,18771101,   78,    0
127489,18771102,   75,    0
127489,18771103,   53,    0
127489,18771104,   50,    0
127489,18771105,   40,    0
127489,18771106,   70,    0
127489,18771107,  103,    0
127489,18771108,   75,    0
127489,18771109,  108,    0
127489,18771110,   90,    0
127489,18771111,   78,    0
127489,18771112,   53,    0
127489,18771113,   83,    0
127489,18771114,   80,    0
127489,18771115,   73,    0
127489,18771116,   63,    0
127489,18771117,   60,    0
127489,18771118,   38,    0
127489,18771119,   38,    0
127489,18771120,   33,    0
127489,18771121,   23,    0
127489,18771122,   18,    0
127489,18771123,   53,    0
127489,18771124,   28,    0
127489,18771125,   23,    0
127489,18771126,   30,    0
127489,18771127,   18,    0
127489,18771128,   35,    0
127489,18771129,   13,    0
127489,18771130,   33,    0
127489,18771201,   33,    0
127489,18771202,   53,    0
127489,18771203,   50,    0
127489,18771204,   38,    0
127489,18771205,   40,    0
127489,18771206,   40,    0
127489,18771207,   40,    0
127489,18771208,   28,    0
127489,18771209,   18,    0
127489,18771210,    8,    0
127489,18771211,   -8,    0
127489,18771212,    8,    0
127489,18771213,   18,    0
127489,18771214,   18,    0
127489,18771215,   20,    0
127489,18771216,   20,    0
127489,18771217,    8,    0
127489,18771218,   -3,    0
127489,18771219,  -10,    0
127489,18771220,  -25,    0
127489,18771221,  -53,    0
127489,18771222,  -83,    0
127489,18771223,  -53,    0
127489,18771224,    3,    0
127489,18771225,    3,    0
127489,18771226,  -38,    0
127489,18771227,  -15,    0
127489,18771228,  -10,    0
127489,18771229,  -30,    0
127489,18771230,  -23,    0
127489,18771231,   23,    0
127489,18780101,   30,    0
127489,18780102,   28,    0
127489,18780103,   23,    0
127489,18780104,   12,    0
127489,18780105,   28,    0
127489,18780106,   10,    0
127489,18780107,   33,    0
127489,18780108,   10,    0
127489,18780109,  -28,    0
127489,18780110,  -53,    0
127489,18780111,  -78,    0
127489,18780112,  -25,    0
127489,18780113,    5,    0
127489,18780114,   15,    0
127489,18780115,   13,    0
127489,18780116,    8,    0
127489,18780117,    5,    0
127489,18780118,    3,    0
127489,18780119,   -3,    0
127489,18780120,   15,    0
127489,18780121,    8,    0
127489,18780122,   20,    0
127489,18780123,   20,    0
127489,18780124,   15,    0
127489,18780125,   -3,    0
127489,18780126,  -15,    0
127489,18780127,    5,    0
127489,18780128,  -10,    0
127489,18780129,  -15,    0
127489,18780130,    5,    0
127489,18780131,  -25,    0
127489,18780201,  -30,    0
127489,18780202,  -28,    0
127489,18780203,  -18,    0
127489,18780204,  -38,    0
127489,18780205,    8,    0
127489,18780206,   30,    0
127489,18780207,   18,    0
127489,18780208,   10,    0
127489,18780209,   13,    0
127489,18780210,   18,    0
127489,18780211,   -8,    0
127489,18780212,  -28,    0
127489,18780213,  -30,    0
127489,18780214,  -10,    0
127489,18780215,   33,    0
127489,18780216,   43,    0
127489,18780217,   55,    0
127489,18780218,   33,    0
127489,18780219,   48,    0
127489,18780220,    5,    0
127489,18780221,    8,    0
127489,18780222,   58,    0
127489,18780223,   65,    0
127489,18780224,   63,    0
127489,18780225,   55,    0
127489,18780226,   38,    0
127489,18780227,   25,    0
127489,18780228,   38,    0
127489,18780301,   80,    0
127489,18780302,   85,    0
127489,18780303,   68,    0
127489,18780304,   55,    0
127489,18780305,   55,    0
127489,18780306,   33,    0
127489,18780307,   33,    0
127489,18780308,   15,    0
127489,18780309,   -5,    0
127489,18780310,   -8,    0
127489,18780311,    8,    0
127489,18780312,   15,    0
127489,18780313,   -3,    0
127489,18780314,  -15,    0
127489,18780315,  -38,    0
127489,18780316,  -23,    0
127489,18780317,  -18,    0
127489,18780318,    8,    0
127489,18780319,   23,    0
127489,18780320,    5,    0
127489,18780321,   48,    0
127489,18780322,   20,    0
127489,18780323,    5,    0
127489,18780324,   -5,    0
127489,18780325,    3,    0
127489,18780326,   10,    0
127489,18780327,  -10,    0
127489,18780328,   -8,    0
127489,18780329,    8,    0
127489,18780330,   55,    0
127489,18780331,   43,    0
127489,18780401,    8,    0
127489,18780402,   20,    0
127489,18780403,   13,    0
127489,18780404,   53,    0
127489,18780405,   18,    0
127489,18780406,   43,    0
127489,18780407,   18,    0
127489,18780408,   13,    0
127489,18780409,   30,    0
127489,18780410,   35,    0
127489,18780411,   55,    0
127489,18780412,   80,    0
127489,18780413,   80,    0
127489,18780414,  105,    0
127489,18780415,  108,    0
127489,18780416,  115,    0
127489,18780417,  125,    0
127489,18780418,  108,    0
127489,18780419,   93,    0
127489,18780420,   60,    0
127489,18780421,  103,    0
127489,18780422,   93,    0
127489,18780423,   65,    0
127489,18780424,   55,    0
127489,18780425,   83,    0
127489,18780426,   73,    0
127489,18780427,   55,    0
127489,18780428,   68,    0
127489,18780429,   83,    0
127489,18780430,   85,    0
127489,18780501,   80,    0
127489,18780502,  108,    0
127489,18780503,  118,    0
127489,18780504,  118,    0
127489,18780505,  100,    0
127489,18780506,  105,    0
127489,18780507,   98,    0
127489,18780508,   20,    0
127489,18780509,   13,    0
127489,18780510,   18,    0
127489,18780511,   60,    0
127489,18780512,   45,    0
127489,18780513,   73,    0
127489,18780514,  128,    0
127489,18780515,  130,    0
127489,18780516,  133,    0
127489,18780517,  118,    0
127489,18780518,  168,    0
127489,18780519,  145,    0
127489,18780520,  113,    0
127489,18780521,   93,    0
127489,18780522,   68,    0
127489,18780523,   58,    0
127489,18780524,  100,    0
127489,18780525,  135,    0
127489,18780526,   93,    0
127489,18780527,   85,    0
127489,18780528,  120,    0
127489,18780529,  133,    0
127489,18780530,  123,    0
127489,18780531,  118,    0
127489,18780601,   93,    0
127489,18780602,   85,    0
127489,18780603,   83,    0
127489,18780604,  108,    0
127489,18780605,  120,    0
127489,18780606,   90,    0
127489,18780607,   95,    0
127489,18780608,  113,    0
127489,18780609,  130,    0
127489,18780610,  155,    0
127489,18780611,  110,    0
127489,18780612,  153,    0
127489,18780613,  133,    0
127489,18780614,  138,    0
127489,18780615,  130,    0
127489,18780616,  128,    0
127489,18780617,  130,    0
127489,18780618,  118,    0
127489,18780619,  143,    0
127489,18780620,  130,    0
127489,18780621,  145,    0
127489,18780622,  168,    0
127489,18780623,  170,    0
127489,18780624,  170,    0
127489,18780625,  168,    0
127489,18780626,  193,    0
127489,18780627,  170,    0
127489,18780628,  135,    0
127489,18780629,  138,    0
127489,18780630,  154,    0
127489,18780701,  153,    0
127489,18780702,  138,    0
127489,18780703,  136,    0
127489,18780704,  106,    0
127489,18780705,  100,    0
127489,18780706,  138,    0
127489,18780707,  143,    0
127489,18780708,  138,    0
127489,18780709,  124,    0
127489,18780710,  125,    0
127489,18780711,  133,    0
127489,18780712,  130,    0
127489,18780713,  120,    0
127489,18780714,  131,    0
127489,18780715,  131,    0
127489,18780716,  125,    0
127489,18780717,  130,    0
127489,18780718,  150,    0
127489,18780719,  158,    0
127489,18780720,  139,    0
127489,18780721,  160,    0
127489,18780722,  163,    0
127489,18780723,  185,    0
127489,18780724,  136,    0
127489,18780725,  126,    0
127489,18780726,  113,    0
127489,18780727,  126,    0
127489,18780728,  146,    0
127489,18780729,  133,    0
127489,18780730,  135,    0
127489,18780731,  120,    0
127489,18780801,  145,    0
127489,18780802,  130,    0
127489,18780803,  150,    0
127489,18780804,  173,    0
127489,18780805,  178,    0
127489,18780806,  183,    0
127489,18780807,  180,    0
127489,18780808,  193,    0
127489,18780809,  173,    0
127489,18780810,  175,    0
127489,18780811,  180,    0
127489,18780812,  168,    0
127489,18780813,  163,    0
127489,18780814,  153,    0
127489,18780815,  150,    0
127489,18780816,  155,    0
127489,18780817,  163,    0
127489,18780818,  133,    0
127489,18780819,  145,    0
127489,18780820,  148,    0
127489,18780821,  108,    0
127489,18780822,  133,    0
127489,18780823,  113,    0
127489,18780824,  130,    0
127489,18780825,  148,    0
127489,18780826,  135,    0
127489,18780827,  170,    0
127489,18780828,  143,    0
127489,18780829,  155,    0
127489,18780830,  165,    0
127489,18780831,  158,    0
127489,18780901,  158,    0
127489,18780902,  143,    0
127489,18780903,  145,    0
127489,18780904,  125,    0
127489,18780905,  143,    0
127489,18780906,  150,    0
127489,18780907,  148,    0
127489,18780908,  158,    0
127489,18780909,  143,    0
127489,18780910,  173,    0
127489,18780911,  143,    0
127489,18780912,  120,    0
127489,18780913,  143,    0
127489,18780914,  155,    0
127489,18780915,  158,    0
127489,18780916,  118,    0
127489,18780917,  104,    0
127489,18780918,  143,    0
127489,18780919,  118,    0
127489,18780920,   80,    0
127489,18780921,  110,    0
127489,18780922,   70,    0
127489,18780923,   78,    0
127489,18780924,   95,    0
127489,18780925,   93,    0
127489,18780926,  123,    0
127489,18780927,   83,    0
127489,18780928,  100,    0
127489,18780929,  100,    0
127489,18780930,  103,    0
127489,18781001,  105,    0
127489,18781002,   65,    0
127489,18781003,   80,    0
127489,18781004,   60,    0
127489,18781005,   98,    0
127489,18781006,   70,    0
127489,18781007,   90,    0
127489,18781008,   95,    0
127489,18781009,  100,    0
127489,18781010,  133,    0
127489,18781011,  110,    0
127489,18781012,   83,    0
127489,18781013,   80,    0
127489,18781014,   70,    0
127489,18781015,   70,    0
127489,18781016,   83,    0
127489,18781017,  113,    0
127489,18781018,  115,    0
127489,18781019,  103,    0
127489,18781020,  115,    0
127489,18781021,   90,    0
127489,18781022,  100,    0
127489,18781023,   83,    0
127489,18781024,   65,    0
127489,18781025,   95,    0
127489,18781026,   80,    0
127489,18781027,   90,    0
127489,18781028,   88,    0
127489,18781029,   58,    0
